Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume EUR
2019-11-21 03-AM,ETHEUR,158.02,158.02,158.02,158.02,0.0,0.0
2019-11-21 02-AM,ETHEUR,158.02,158.02,158.02,158.02,0.0,0.0
2019-11-21 01-AM,ETHEUR,158.02,158.02,158.02,158.02,0.0,0.0
2019-11-21 12-AM,ETHEUR,157.82,158.02,157.82,158.02,0.07342,11.6
2019-11-20 11-PM,ETHEUR,158.28,158.46,157.82,157.82,9.997,1579.99
2019-11-20 10-PM,ETHEUR,157.83,158.28,157.83,158.28,0.4421,69.98
2019-11-20 09-PM,ETHEUR,157.83,157.83,157.83,157.83,0.0,0.0
2019-11-20 08-PM,ETHEUR,157.44,157.83,157.44,157.83,0.8,126.27
2019-11-20 07-PM,ETHEUR,158.05,158.05,157.44,157.44,2.977,468.84
2019-11-20 06-PM,ETHEUR,159.51,160.3,158.05,158.05,31.94,5087.32
2019-11-20 05-PM,ETHEUR,159.46,159.51,159.46,159.51,3.99,636.49
2019-11-20 04-PM,ETHEUR,158.73,159.94,158.73,159.46,9.168,1464.81
2019-11-20 03-PM,ETHEUR,159.82,159.82,158.73,158.73,10.45,1661.81
2019-11-20 02-PM,ETHEUR,158.61,159.82,158.61,159.82,17.22,2749.78
2019-11-20 01-PM,ETHEUR,157.83,158.61,157.83,158.61,0.1468,23.28
2019-11-20 12-PM,ETHEUR,157.83,157.83,157.83,157.83,0.0,0.0
2019-11-20 11-AM,ETHEUR,157.83,157.83,157.83,157.83,0.0,0.0
2019-11-20 10-AM,ETHEUR,157.35,158.45,157.35,157.83,32.66,5164.94
2019-11-20 09-AM,ETHEUR,157.35,157.35,157.35,157.35,0.0,0.0
2019-11-20 08-AM,ETHEUR,157.35,157.35,157.35,157.35,0.0,0.0
2019-11-20 07-AM,ETHEUR,157.35,157.35,157.35,157.35,0.0,0.0
2019-11-20 06-AM,ETHEUR,157.35,157.35,157.35,157.35,0.0,0.0
2019-11-20 05-AM,ETHEUR,157.35,157.35,157.35,157.35,0.0,0.0
2019-11-20 04-AM,ETHEUR,157.35,157.35,157.35,157.35,0.0,0.0
2019-11-20 03-AM,ETHEUR,157.35,157.35,157.35,157.35,0.0,0.0
2019-11-20 02-AM,ETHEUR,157.35,157.35,157.35,157.35,0.0,0.0
2019-11-20 01-AM,ETHEUR,157.35,157.35,157.35,157.35,0.0,0.0
2019-11-20 12-AM,ETHEUR,157.35,157.35,157.35,157.35,0.0,0.0
2019-11-19 11-PM,ETHEUR,157.35,157.35,157.35,157.35,0.0,0.0
2019-11-19 10-PM,ETHEUR,157.35,157.35,157.35,157.35,0.0,0.0
2019-11-19 09-PM,ETHEUR,156.66,157.35,156.66,157.35,1.215,191.14
2019-11-19 08-PM,ETHEUR,156.66,156.66,156.66,156.66,0.0,0.0
2019-11-19 07-PM,ETHEUR,156.86,156.86,156.66,156.66,13.48,2111.78
2019-11-19 06-PM,ETHEUR,156.86,156.86,156.86,156.86,0.0,0.0
2019-11-19 05-PM,ETHEUR,157.96,157.96,156.2,156.86,6.628,1040.41
2019-11-19 04-PM,ETHEUR,158.09,158.67,157.65,157.96,9.098,1437.28
2019-11-19 03-PM,ETHEUR,158.01,158.09,158.01,158.09,1.064,168.28
2019-11-19 02-PM,ETHEUR,161.73,161.73,158.01,158.01,0.5624,89.19
2019-11-19 01-PM,ETHEUR,161.73,161.73,161.73,161.73,0.0,0.0
2019-11-19 12-PM,ETHEUR,161.73,161.73,161.73,161.73,0.0,0.0
2019-11-19 11-AM,ETHEUR,161.73,161.73,161.73,161.73,0.0,0.0
2019-11-19 10-AM,ETHEUR,161.73,161.73,161.73,161.73,0.0,0.0
2019-11-19 09-AM,ETHEUR,161.73,161.73,161.73,161.73,0.0,0.0
2019-11-19 08-AM,ETHEUR,161.73,161.73,161.73,161.73,0.0,0.0
2019-11-19 07-AM,ETHEUR,161.73,161.73,161.73,161.73,0.0,0.0
2019-11-19 06-AM,ETHEUR,161.73,161.73,161.73,161.73,0.0,0.0
2019-11-19 05-AM,ETHEUR,161.73,161.73,161.73,161.73,0.0,0.0
2019-11-19 04-AM,ETHEUR,161.73,161.73,161.73,161.73,0.0,0.0
2019-11-19 03-AM,ETHEUR,161.73,161.73,161.73,161.73,0.0,0.0
2019-11-19 02-AM,ETHEUR,161.73,161.73,161.73,161.73,0.0,0.0
2019-11-19 01-AM,ETHEUR,161.73,161.73,161.73,161.73,0.0,0.0
2019-11-19 12-AM,ETHEUR,161.73,161.73,161.73,161.73,0.0,0.0
2019-11-18 11-PM,ETHEUR,161.73,161.73,161.73,161.73,0.0,0.0
2019-11-18 10-PM,ETHEUR,161.73,161.73,161.73,161.73,0.0,0.0
2019-11-18 09-PM,ETHEUR,161.1,161.73,161.1,161.73,1.083,175.2
2019-11-18 08-PM,ETHEUR,161.68,161.68,159.73,161.1,20.55,3312.8
2019-11-18 07-PM,ETHEUR,159.67,161.68,159.67,161.68,2.793,450.01
2019-11-18 06-PM,ETHEUR,162.71,162.71,159.58,159.67,53.33,8580.25
2019-11-18 05-PM,ETHEUR,163.55,163.55,162.17,162.71,40.26,6561.67
2019-11-18 04-PM,ETHEUR,163.76,163.76,163.55,163.55,11.06,1808.52
2019-11-18 03-PM,ETHEUR,164.73,171.54,163.76,163.76,23.33,3840.43
2019-11-18 02-PM,ETHEUR,164.98,165.13,164.73,164.73,57.64,9512.76
2019-11-18 01-PM,ETHEUR,164.98,164.98,164.98,164.98,0.0,0.0
2019-11-18 12-PM,ETHEUR,164.98,164.98,164.98,164.98,0.0,0.0
2019-11-18 11-AM,ETHEUR,164.98,164.98,164.98,164.98,0.0,0.0
2019-11-18 10-AM,ETHEUR,165.45,165.45,164.98,164.98,3.425,565.01
2019-11-18 09-AM,ETHEUR,165.45,165.45,165.45,165.45,0.0,0.0
2019-11-18 08-AM,ETHEUR,165.45,165.45,165.45,165.45,0.0,0.0
2019-11-18 07-AM,ETHEUR,165.45,165.45,165.45,165.45,0.0,0.0
2019-11-18 06-AM,ETHEUR,165.45,165.45,165.45,165.45,0.0,0.0
2019-11-18 05-AM,ETHEUR,165.45,165.45,165.45,165.45,0.0,0.0
2019-11-18 04-AM,ETHEUR,165.45,165.45,165.45,165.45,0.0,0.0
2019-11-18 03-AM,ETHEUR,168.13,168.13,165.45,165.45,0.1695,28.04
2019-11-18 02-AM,ETHEUR,168.13,168.13,168.13,168.13,0.0,0.0
2019-11-18 01-AM,ETHEUR,168.13,168.13,168.13,168.13,0.0,0.0
2019-11-18 12-AM,ETHEUR,168.13,168.13,168.13,168.13,0.0,0.0
2019-11-17 11-PM,ETHEUR,168.13,168.13,168.13,168.13,0.0,0.0
2019-11-17 10-PM,ETHEUR,168.13,168.13,168.13,168.13,0.0,0.0
2019-11-17 09-PM,ETHEUR,168.13,168.13,168.13,168.13,0.0,0.0
2019-11-17 08-PM,ETHEUR,168.13,168.13,168.13,168.13,0.0,0.0
2019-11-17 07-PM,ETHEUR,167.35,168.13,167.35,168.13,0.5948,100.0
2019-11-17 06-PM,ETHEUR,167.35,167.35,167.35,167.35,0.0,0.0
2019-11-17 05-PM,ETHEUR,166.95,167.35,166.95,167.35,0.1151,19.25
2019-11-17 04-PM,ETHEUR,166.95,166.95,166.95,166.95,0.0,0.0
2019-11-17 03-PM,ETHEUR,167.15,167.15,166.95,166.95,10.34,1726.99
2019-11-17 02-PM,ETHEUR,167.15,167.15,167.15,167.15,0.0,0.0
2019-11-17 01-PM,ETHEUR,167.15,167.15,167.15,167.15,0.0,0.0
2019-11-17 12-PM,ETHEUR,167.15,167.15,167.15,167.15,0.0,0.0
2019-11-17 11-AM,ETHEUR,165.02,167.15,165.02,167.15,0.06186,10.34
2019-11-17 10-AM,ETHEUR,165.02,165.02,165.02,165.02,0.0,0.0
2019-11-17 09-AM,ETHEUR,165.02,165.02,165.02,165.02,0.0,0.0
2019-11-17 08-AM,ETHEUR,165.02,165.02,165.02,165.02,0.0,0.0
2019-11-17 07-AM,ETHEUR,165.02,165.02,165.02,165.02,0.0,0.0
2019-11-17 06-AM,ETHEUR,165.02,165.02,165.02,165.02,0.0,0.0
2019-11-17 05-AM,ETHEUR,165.02,165.02,165.02,165.02,0.0,0.0
2019-11-17 04-AM,ETHEUR,165.02,165.02,165.02,165.02,0.0,0.0
2019-11-17 03-AM,ETHEUR,165.02,165.02,165.02,165.02,0.0,0.0
2019-11-17 02-AM,ETHEUR,165.02,165.02,165.02,165.02,0.0,0.0
2019-11-17 01-AM,ETHEUR,165.02,165.02,165.02,165.02,0.0,0.0
2019-11-17 12-AM,ETHEUR,165.02,165.02,165.02,165.02,0.0,0.0
2019-11-16 11-PM,ETHEUR,165.02,165.02,165.02,165.02,0.0,0.0
2019-11-16 10-PM,ETHEUR,165.02,165.02,165.02,165.02,0.0,0.0
2019-11-16 09-PM,ETHEUR,165.02,165.02,165.02,165.02,0.0,0.0
2019-11-16 08-PM,ETHEUR,165.02,165.02,165.02,165.02,0.0,0.0
2019-11-16 07-PM,ETHEUR,165.02,165.02,165.02,165.02,0.0,0.0
2019-11-16 06-PM,ETHEUR,165.02,165.02,165.02,165.02,0.0,0.0
2019-11-16 05-PM,ETHEUR,165.02,165.02,165.02,165.02,0.0,0.0
2019-11-16 04-PM,ETHEUR,165.02,165.02,165.02,165.02,0.0,0.0
2019-11-16 03-PM,ETHEUR,165.02,165.02,165.02,165.02,0.0,0.0
2019-11-16 02-PM,ETHEUR,165.02,165.02,165.02,165.02,0.0,0.0
2019-11-16 01-PM,ETHEUR,163.22,165.02,163.22,165.02,0.08557,14.12
2019-11-16 12-PM,ETHEUR,163.22,163.22,163.22,163.22,0.0,0.0
2019-11-16 11-AM,ETHEUR,163.22,163.22,163.22,163.22,0.0,0.0
2019-11-16 10-AM,ETHEUR,163.22,163.22,163.22,163.22,0.0,0.0
2019-11-16 09-AM,ETHEUR,163.22,163.22,163.22,163.22,0.0,0.0
2019-11-16 08-AM,ETHEUR,163.22,163.22,163.22,163.22,0.0,0.0
2019-11-16 07-AM,ETHEUR,163.22,163.22,163.22,163.22,0.0,0.0
2019-11-16 06-AM,ETHEUR,163.22,163.22,163.22,163.22,0.0,0.0
2019-11-16 05-AM,ETHEUR,163.22,163.22,163.22,163.22,0.0,0.0
2019-11-16 04-AM,ETHEUR,163.22,163.22,163.22,163.22,0.0,0.0
2019-11-16 03-AM,ETHEUR,163.22,163.22,163.22,163.22,0.0,0.0
2019-11-16 02-AM,ETHEUR,161.01,163.22,161.01,163.22,0.3171,51.76
2019-11-16 01-AM,ETHEUR,161.01,161.01,161.01,161.01,0.0,0.0
2019-11-16 12-AM,ETHEUR,161.01,161.01,161.01,161.01,0.0,0.0
2019-11-15 11-PM,ETHEUR,161.01,161.01,161.01,161.01,0.0,0.0
2019-11-15 10-PM,ETHEUR,162.21,162.21,161,161.01,0.9574,154.15
2019-11-15 09-PM,ETHEUR,162.21,162.21,162.21,162.21,0.0,0.0
2019-11-15 08-PM,ETHEUR,162.32,162.32,162.21,162.21,0.1901,30.83
2019-11-15 07-PM,ETHEUR,162.74,162.74,162.32,162.32,0.04532,7.356
2019-11-15 06-PM,ETHEUR,162.74,162.74,162.74,162.74,0.0,0.0
2019-11-15 05-PM,ETHEUR,162.74,162.74,162.74,162.74,0.0,0.0
2019-11-15 04-PM,ETHEUR,163.27,163.27,162.4,162.74,4.488,730.29
2019-11-15 03-PM,ETHEUR,163,163.27,162.32,163.27,4.989,813.56
2019-11-15 02-PM,ETHEUR,166.7,166.7,161.43,163,34.12,5563.71
2019-11-15 01-PM,ETHEUR,165.34,166.7,165.34,166.7,5.47,911.86
2019-11-15 12-PM,ETHEUR,165.34,165.34,165.34,165.34,0.0,0.0
2019-11-15 11-AM,ETHEUR,165.34,165.34,165.34,165.34,0.0,0.0
2019-11-15 10-AM,ETHEUR,165.34,165.34,165.34,165.34,0.0,0.0
2019-11-15 09-AM,ETHEUR,165.34,165.34,165.34,165.34,0.0,0.0
2019-11-15 08-AM,ETHEUR,165.34,165.34,165.34,165.34,0.0,0.0
2019-11-15 07-AM,ETHEUR,165.34,165.34,165.34,165.34,0.0,0.0
2019-11-15 06-AM,ETHEUR,165.34,165.34,165.34,165.34,0.0,0.0
2019-11-15 05-AM,ETHEUR,165.34,165.34,165.34,165.34,0.0,0.0
2019-11-15 04-AM,ETHEUR,164.26,165.34,164.26,165.34,21.4,3535.07
2019-11-15 03-AM,ETHEUR,165,165,164.26,164.26,0.06656,10.93
2019-11-15 02-AM,ETHEUR,166.68,166.68,165,165,38.43,6356.79
2019-11-15 01-AM,ETHEUR,167.28,167.28,166.68,166.68,10.4,1734.28
2019-11-15 12-AM,ETHEUR,167.43,167.43,167.28,167.28,0.3,50.18
2019-11-14 11-PM,ETHEUR,167.43,167.43,167.43,167.43,0.0,0.0
2019-11-14 10-PM,ETHEUR,166.62,168.06,166.62,167.43,2.296,385.66
2019-11-14 09-PM,ETHEUR,166.62,166.62,166.62,166.62,0.0,0.0
2019-11-14 08-PM,ETHEUR,166.57,166.62,166.57,166.62,0.2197,36.61
2019-11-14 07-PM,ETHEUR,166.57,166.57,166.57,166.57,0.0,0.0
2019-11-14 06-PM,ETHEUR,167.12,167.12,166.57,166.57,2.795,465.6
2019-11-14 05-PM,ETHEUR,167.12,167.12,167.12,167.12,0.0,0.0
2019-11-14 04-PM,ETHEUR,167.38,168,167.12,167.12,12.12,2027.08
2019-11-14 03-PM,ETHEUR,168.85,168.85,167.38,167.38,5.491,920.8
2019-11-14 02-PM,ETHEUR,167.59,168.85,167.59,168.85,2.767,467.21
2019-11-14 01-PM,ETHEUR,167.59,167.59,167.59,167.59,0.0,0.0
2019-11-14 12-PM,ETHEUR,167.63,167.63,167.59,167.59,0.06534,10.95
2019-11-14 11-AM,ETHEUR,167.65,167.65,167.63,167.63,22.72,3808.58
2019-11-14 10-AM,ETHEUR,167.65,167.65,167.65,167.65,0.0,0.0
2019-11-14 09-AM,ETHEUR,167.65,167.65,167.65,167.65,0.0,0.0
2019-11-14 08-AM,ETHEUR,169.87,169.87,167.65,167.65,0.0841,14.1
2019-11-14 07-AM,ETHEUR,169.87,169.87,169.87,169.87,0.0,0.0
2019-11-14 06-AM,ETHEUR,169.87,169.87,169.87,169.87,0.0,0.0
2019-11-14 05-AM,ETHEUR,169.87,169.87,169.87,169.87,0.0,0.0
2019-11-14 04-AM,ETHEUR,169.87,169.87,169.87,169.87,0.0,0.0
2019-11-14 03-AM,ETHEUR,169.87,169.87,169.87,169.87,0.0,0.0
2019-11-14 02-AM,ETHEUR,171.27,171.27,169.87,169.87,0.1284,21.82
2019-11-14 01-AM,ETHEUR,171.27,171.27,171.27,171.27,0.0,0.0
2019-11-14 12-AM,ETHEUR,171.68,171.68,171.27,171.27,11.68,2000.0
2019-11-13 11-PM,ETHEUR,170.37,171.68,170.37,171.68,23.37,4000.0
2019-11-13 10-PM,ETHEUR,170.37,170.37,170.37,170.37,0.0,0.0
2019-11-13 09-PM,ETHEUR,170.37,170.37,170.37,170.37,0.0,0.0
2019-11-13 08-PM,ETHEUR,170.76,170.76,169.78,170.37,23.87,4059.88
2019-11-13 07-PM,ETHEUR,170.99,170.99,170.36,170.76,1.022,174.11
2019-11-13 06-PM,ETHEUR,171.71,171.71,170.99,170.99,0.03,5.13
2019-11-13 05-PM,ETHEUR,170.6,171.9,170.6,171.71,83.0,14242.51
2019-11-13 04-PM,ETHEUR,170.42,170.6,170.42,170.6,4.78,815.35
2019-11-13 03-PM,ETHEUR,169.77,170.42,169.77,170.42,1.936,329.96
2019-11-13 02-PM,ETHEUR,169.55,169.77,169.55,169.77,0.2744,46.58
2019-11-13 01-PM,ETHEUR,169.85,169.85,169.42,169.55,7.945,1346.93
2019-11-13 12-PM,ETHEUR,169.85,169.85,169.85,169.85,0.0,0.0
2019-11-13 11-AM,ETHEUR,169.85,169.85,169.85,169.85,0.0,0.0
2019-11-13 10-AM,ETHEUR,169.85,169.85,169.85,169.85,0.0,0.0
2019-11-13 09-AM,ETHEUR,169.85,169.85,169.85,169.85,0.0,0.0
2019-11-13 08-AM,ETHEUR,169.85,169.85,169.85,169.85,0.0,0.0
2019-11-13 07-AM,ETHEUR,169.85,169.85,169.85,169.85,0.0,0.0
2019-11-13 06-AM,ETHEUR,169.85,169.85,169.85,169.85,0.0,0.0
2019-11-13 05-AM,ETHEUR,169.85,169.85,169.85,169.85,0.0,0.0
2019-11-13 04-AM,ETHEUR,169.85,169.85,169.85,169.85,0.0,0.0
2019-11-13 03-AM,ETHEUR,169.85,169.85,169.85,169.85,0.0,0.0
2019-11-13 02-AM,ETHEUR,169.85,169.85,169.85,169.85,0.0,0.0
2019-11-13 01-AM,ETHEUR,169.85,169.85,169.85,169.85,0.0,0.0
2019-11-13 12-AM,ETHEUR,169.85,169.85,169.85,169.85,0.0,0.0
2019-11-12 11-PM,ETHEUR,169.51,169.85,169.51,169.85,4.684,795.62
2019-11-12 10-PM,ETHEUR,169.51,169.51,169.51,169.51,0.0,0.0
2019-11-12 09-PM,ETHEUR,169.51,169.51,169.51,169.51,0.0,0.0
2019-11-12 08-PM,ETHEUR,166.02,169.51,166.02,169.51,0.252,42.72
2019-11-12 07-PM,ETHEUR,166.02,166.02,166.02,166.02,0.0,0.0
2019-11-12 06-PM,ETHEUR,166.02,166.02,166.02,166.02,0.0,0.0
2019-11-12 05-PM,ETHEUR,166.02,166.02,166.02,166.02,0.0,0.0
2019-11-12 04-PM,ETHEUR,166.02,166.02,166.02,166.02,0.0,0.0
2019-11-12 03-PM,ETHEUR,166.02,166.02,166.02,166.02,0.0,0.0
2019-11-12 02-PM,ETHEUR,168.4,168.4,165.84,166.02,3.403,564.77
2019-11-12 01-PM,ETHEUR,168.4,168.4,168.4,168.4,0.0,0.0
2019-11-12 12-PM,ETHEUR,168.4,168.4,168.4,168.4,0.0,0.0
2019-11-12 11-AM,ETHEUR,169.9,169.9,168.4,168.4,5.864,987.55
2019-11-12 10-AM,ETHEUR,169.9,169.9,169.9,169.9,0.0,0.0
2019-11-12 09-AM,ETHEUR,169.9,169.9,169.9,169.9,0.0,0.0
2019-11-12 08-AM,ETHEUR,169.9,169.9,169.9,169.9,0.0,0.0
2019-11-12 07-AM,ETHEUR,169.9,169.9,169.9,169.9,0.0,0.0
2019-11-12 06-AM,ETHEUR,169.9,169.9,169.9,169.9,0.0,0.0
2019-11-12 05-AM,ETHEUR,169.9,169.9,169.9,169.9,0.0,0.0
2019-11-12 04-AM,ETHEUR,169.9,169.9,169.9,169.9,0.0,0.0
2019-11-12 03-AM,ETHEUR,169.9,169.9,169.9,169.9,0.0,0.0
2019-11-12 02-AM,ETHEUR,169.9,169.9,169.9,169.9,0.0,0.0
2019-11-12 01-AM,ETHEUR,169.9,169.9,169.9,169.9,0.0,0.0
2019-11-12 12-AM,ETHEUR,169.9,169.9,169.9,169.9,0.0,0.0
2019-11-11 11-PM,ETHEUR,169.9,169.9,169.9,169.9,0.0,0.0
2019-11-11 10-PM,ETHEUR,169.9,169.9,169.9,169.9,0.0,0.0
2019-11-11 09-PM,ETHEUR,169.9,169.9,169.9,169.9,0.0,0.0
2019-11-11 08-PM,ETHEUR,169.9,169.9,169.9,169.9,0.0,0.0
2019-11-11 07-PM,ETHEUR,169.9,169.9,169.9,169.9,0.0,0.0
2019-11-11 06-PM,ETHEUR,169.9,169.9,169.9,169.9,0.0,0.0
2019-11-11 05-PM,ETHEUR,169.9,169.9,169.9,169.9,0.0,0.0
2019-11-11 04-PM,ETHEUR,169.9,169.9,169.9,169.9,0.0,0.0
2019-11-11 03-PM,ETHEUR,168.54,169.9,168.54,169.9,9.126,1550.45
2019-11-11 02-PM,ETHEUR,168.5,168.54,168.5,168.54,9.239,1557.14
2019-11-11 01-PM,ETHEUR,168.5,168.5,168.5,168.5,0.0,0.0
2019-11-11 12-PM,ETHEUR,168.5,168.5,168.5,168.5,0.0,0.0
2019-11-11 11-AM,ETHEUR,168.5,168.5,168.5,168.5,0.0,0.0
2019-11-11 10-AM,ETHEUR,167.7,168.5,167.7,168.5,0.03,5.055
2019-11-11 09-AM,ETHEUR,172.5,172.5,167.7,167.7,2.772,464.88
2019-11-11 08-AM,ETHEUR,172.5,172.5,172.5,172.5,0.0,0.0
2019-11-11 07-AM,ETHEUR,172.5,172.5,172.5,172.5,0.0,0.0
2019-11-11 06-AM,ETHEUR,172.5,172.5,172.5,172.5,0.0,0.0
2019-11-11 05-AM,ETHEUR,172.5,172.5,172.5,172.5,0.0,0.0
2019-11-11 04-AM,ETHEUR,172.5,172.5,172.5,172.5,0.0,0.0
2019-11-11 03-AM,ETHEUR,172.5,172.5,172.5,172.5,0.0,0.0
2019-11-11 02-AM,ETHEUR,172.5,172.5,172.5,172.5,0.0,0.0
2019-11-11 01-AM,ETHEUR,172.5,172.5,172.5,172.5,0.0,0.0
2019-11-11 12-AM,ETHEUR,172.5,172.5,172.5,172.5,0.0,0.0
2019-11-10 11-PM,ETHEUR,172.5,172.5,172.5,172.5,0.0,0.0
2019-11-10 10-PM,ETHEUR,172.5,172.5,172.5,172.5,0.0,0.0
2019-11-10 09-PM,ETHEUR,172.5,172.5,172.5,172.5,0.0,0.0
2019-11-10 08-PM,ETHEUR,172.5,172.5,172.5,172.5,0.0,0.0
2019-11-10 07-PM,ETHEUR,172.48,172.5,172.48,172.5,0.05814,10.03
2019-11-10 06-PM,ETHEUR,172.48,172.48,172.48,172.48,0.0,0.0
2019-11-10 05-PM,ETHEUR,172.47,172.48,172.47,172.48,0.2341,40.38
2019-11-10 04-PM,ETHEUR,170.19,173.2,170.19,172.47,3.717,642.53
2019-11-10 03-PM,ETHEUR,170.19,170.19,170.19,170.19,0.0,0.0
2019-11-10 02-PM,ETHEUR,166.82,170.19,166.82,170.19,0.2351,40.02
2019-11-10 01-PM,ETHEUR,166.82,166.82,166.82,166.82,0.0,0.0
2019-11-10 12-PM,ETHEUR,166.82,166.82,166.82,166.82,0.0,0.0
2019-11-10 11-AM,ETHEUR,166.82,166.82,166.82,166.82,0.0,0.0
2019-11-10 10-AM,ETHEUR,166.82,166.82,166.82,166.82,0.0,0.0
2019-11-10 09-AM,ETHEUR,166.82,166.82,166.82,166.82,0.0,0.0
2019-11-10 08-AM,ETHEUR,166.82,166.82,166.82,166.82,0.0,0.0
2019-11-10 07-AM,ETHEUR,166.82,166.82,166.82,166.82,0.0,0.0
2019-11-10 06-AM,ETHEUR,166.82,166.82,166.82,166.82,0.0,0.0
2019-11-10 05-AM,ETHEUR,166.82,166.82,166.82,166.82,0.0,0.0
2019-11-10 04-AM,ETHEUR,166.82,166.82,166.82,166.82,0.0,0.0
2019-11-10 03-AM,ETHEUR,166.82,166.82,166.82,166.82,0.0,0.0
2019-11-10 02-AM,ETHEUR,166.82,166.82,166.82,166.82,0.0,0.0
2019-11-10 01-AM,ETHEUR,166.82,166.82,166.82,166.82,0.0,0.0
2019-11-10 12-AM,ETHEUR,166.82,166.82,166.82,166.82,0.0,0.0
2019-11-09 11-PM,ETHEUR,166.82,166.82,166.82,166.82,0.0,0.0
2019-11-09 10-PM,ETHEUR,166.82,166.82,166.82,166.82,0.0,0.0
2019-11-09 09-PM,ETHEUR,166.82,166.82,166.82,166.82,0.0,0.0
2019-11-09 08-PM,ETHEUR,166.82,166.82,166.82,166.82,0.0,0.0
2019-11-09 07-PM,ETHEUR,166.82,166.82,166.82,166.82,0.0,0.0
2019-11-09 06-PM,ETHEUR,167.76,167.76,166.82,166.82,0.03789,6.32
2019-11-09 05-PM,ETHEUR,167.76,167.76,167.76,167.76,0.0,0.0
2019-11-09 04-PM,ETHEUR,167.76,167.76,167.76,167.76,0.0,0.0
2019-11-09 03-PM,ETHEUR,167.76,167.76,167.76,167.76,0.0,0.0
2019-11-09 02-PM,ETHEUR,167.76,167.76,167.76,167.76,0.0,0.0
2019-11-09 01-PM,ETHEUR,167.17,167.76,167.17,167.76,5.961,1000.0
2019-11-09 12-PM,ETHEUR,168.29,168.29,167.17,167.17,0.359,60.01
2019-11-09 11-AM,ETHEUR,167.04,168.29,167.04,168.29,1.382,232.53
2019-11-09 10-AM,ETHEUR,167.04,167.04,167.04,167.04,0.0,0.0
2019-11-09 09-AM,ETHEUR,167.04,167.04,167.04,167.04,0.0,0.0
2019-11-09 08-AM,ETHEUR,167.04,167.04,167.04,167.04,0.0,0.0
2019-11-09 07-AM,ETHEUR,167.04,167.04,167.04,167.04,0.0,0.0
2019-11-09 06-AM,ETHEUR,167.04,167.04,167.04,167.04,0.0,0.0
2019-11-09 05-AM,ETHEUR,167.04,167.04,167.04,167.04,0.0,0.0
2019-11-09 04-AM,ETHEUR,167.04,167.04,167.04,167.04,0.0,0.0
2019-11-09 03-AM,ETHEUR,167.04,167.04,167.04,167.04,0.0,0.0
2019-11-09 02-AM,ETHEUR,167.04,167.04,167.04,167.04,0.0,0.0
2019-11-09 01-AM,ETHEUR,167.04,167.04,167.04,167.04,0.0,0.0
2019-11-09 12-AM,ETHEUR,168.46,168.46,167.04,167.04,5.0,835.2
2019-11-08 11-PM,ETHEUR,163,168.46,163,168.46,0.08987,15.14
2019-11-08 10-PM,ETHEUR,168,168,163,163,7.504,1223.09
2019-11-08 09-PM,ETHEUR,167.53,168,167.53,168,9.707,1630.74
2019-11-08 08-PM,ETHEUR,167.53,167.53,167.53,167.53,0.0,0.0
2019-11-08 07-PM,ETHEUR,166.17,167.53,166.17,167.53,5.969,1000.0
2019-11-08 06-PM,ETHEUR,166.17,166.17,166.17,166.17,0.0,0.0
2019-11-08 05-PM,ETHEUR,165.78,166.49,165.78,166.17,4.402,732.87
2019-11-08 04-PM,ETHEUR,165.78,165.78,165.78,165.78,0.0,0.0
2019-11-08 03-PM,ETHEUR,165.78,165.78,165.78,165.78,0.0,0.0
2019-11-08 02-PM,ETHEUR,165.79,165.79,165.78,165.78,1.354,224.46
2019-11-08 01-PM,ETHEUR,166.38,166.7,165.79,165.79,0.4882,81.19
2019-11-08 12-PM,ETHEUR,166.38,166.38,166.38,166.38,0.0,0.0
2019-11-08 11-AM,ETHEUR,166.38,166.38,166.38,166.38,0.0,0.0
2019-11-08 10-AM,ETHEUR,166.38,166.38,166.38,166.38,0.0,0.0
2019-11-08 09-AM,ETHEUR,167,167,166.05,166.38,10.0,1662.16
2019-11-08 08-AM,ETHEUR,167,167,167,167,0.0,0.0
2019-11-08 07-AM,ETHEUR,169.59,169.59,167,167,0.05,8.35
2019-11-08 06-AM,ETHEUR,169.59,169.59,169.59,169.59,0.0,0.0
2019-11-08 05-AM,ETHEUR,169.59,169.59,169.59,169.59,0.0,0.0
2019-11-08 04-AM,ETHEUR,169.59,169.59,169.59,169.59,0.0,0.0
2019-11-08 03-AM,ETHEUR,169.59,169.59,169.59,169.59,0.0,0.0
2019-11-08 02-AM,ETHEUR,169.59,169.59,169.59,169.59,0.0,0.0
2019-11-08 01-AM,ETHEUR,169.27,169.59,169.27,169.59,13.35,2264.03
2019-11-08 12-AM,ETHEUR,169.55,169.55,169.27,169.27,0.4,67.71
2019-11-07 11-PM,ETHEUR,168.45,169.55,168.45,169.55,4.0,678.2
2019-11-07 10-PM,ETHEUR,168.45,168.45,168.45,168.45,0.0,0.0
2019-11-07 09-PM,ETHEUR,168.71,168.71,168.45,168.45,17.73,2985.81
2019-11-07 08-PM,ETHEUR,167.92,168.71,167.92,168.71,7.742,1306.14
2019-11-07 07-PM,ETHEUR,167.92,167.92,167.92,167.92,0.0,0.0
2019-11-07 06-PM,ETHEUR,169.07,169.07,167.92,167.92,9.812,1647.67
2019-11-07 05-PM,ETHEUR,169.4,169.4,169.07,169.07,3.0,507.21
