UNIX Timestamp;Excel Timestamp;Date;Symbol;Open;High;Low;Close;Volume BTC;Volume EUR
1586736000,00;43934,00;13.04.20;BTCEUR;6330;6333.5;6047.2;6280.2;6775.12;41854960.83
1586649600,00;43933,00;12.04.20;BTCEUR;6311.2;6600;6216.7;6330;4992.37;32168079.99
1586563200,00;43932,00;11.04.20;BTCEUR;6284.1;6366.6;6201;6311.2;2461.21;15462193.55
1586476800,00;43931,00;10.04.20;BTCEUR;6688.5;6694.8;6170.3;6284.1;8757.02;55667256.45
1586390400,00;43930,00;09.04.20;BTCEUR;6784.9;6790;6560;6688.5;6051.24;40561434.61
1586304000,00;43929,00;08.04.20;BTCEUR;6611.3;6832;6574.7;6784.9;6719.64;45211919.01
1586217600,00;43928,00;07.04.20;BTCEUR;6799.1;6913.5;6486.6;6611.3;10167.59;68438524.37
1586131200,00;43927,00;06.04.20;BTCEUR;6282.1;6813.9;6274.7;6799.1;10396.37;68636266.13
1586044800,00;43926,00;05.04.20;BTCEUR;6365;6406.6;6205;6282.1;2871.41;18067564.0
1585958400,00;43925,00;04.04.20;BTCEUR;6247.5;6480.4;6180;6365;4248.11;26778067.55
1585872000,00;43924,00;03.04.20;BTCEUR;6265.5;6526.4;6133;6247.5;8560.11;54275552.6
1585785600,00;43923,00;02.04.20;BTCEUR;6076.9;6646;6009.3;6265.5;15036.57;94327935.7
1585699200,00;43922,00;01.04.20;BTCEUR;5838.5;6121;5641.4;6076.9;7418.98;42959990.05
1585612800,00;43921,00;31.03.20;BTCEUR;5804.6;6190.9;5797.7;5838.5;6449.03;38071253.43
1585526400,00;43920,00;30.03.20;BTCEUR;5284.4;5995.9;5270;5804.6;11052.24;63357074.19
1585440000,00;43919,00;29.03.20;BTCEUR;5629.9;5650;5282;5284.4;6187.51;33771168.15
1585353600,00;43918,00;28.03.20;BTCEUR;5748.8;5748.8;5424;5629.9;8743.09;48975709.32
1585267200,00;43917,00;27.03.20;BTCEUR;6127.8;6228.1;5627.2;5748.8;6999.01;42121461.33
1585180800,00;43916,00;26.03.20;BTCEUR;6159.7;6245;5963.8;6127.8;8816.57;53573290.29
1585094400,00;43915,00;25.03.20;BTCEUR;6273.7;6459.7;6000;6159.7;11219.36;69482637.39
1585008000,00;43914,00;24.03.20;BTCEUR;6047.8;6363.8;5935.6;6273.7;12195.43;75540295.86
1584921600,00;43913,00;23.03.20;BTCEUR;5465.8;6183;5350;6047.8;13603.99;78391818.08
1584835200,00;43912,00;22.03.20;BTCEUR;5834.8;6024.5;5404.5;5465.8;7581.49;43025294.94
1584748800,00;43911,00;21.03.20;BTCEUR;5823.3;6067.3;5503.2;5834.8;6743.6;39068523.38
1584662400,00;43910,00;20.03.20;BTCEUR;5830.2;6500;5270;5823.3;25449.57;152990698.61
1584576000,00;43909,00;19.03.20;BTCEUR;4953;6063.4;4839.3;5830.2;22098.67;121762312.52
1584489600,00;43908,00;18.03.20;BTCEUR;4867;4985;4622;4953;13249.15;63816647.48
1584403200,00;43907,00;17.03.20;BTCEUR;4519.5;5082.6;4436.7;4867;15923.77;77056470.65
1584316800,00;43906,00;16.03.20;BTCEUR;4817.7;4839.4;4000.1;4519.5;22814.78;99857867.58
1584230400,00;43905,00;15.03.20;BTCEUR;4683.9;5389.7;4617.5;4817.7;9477.67;46377069.12
1584144000,00;43904,00;14.03.20;BTCEUR;5113.4;5136.1;4575.1;4683.9;7979.13;38850541.48
1584057600,00;43903,00;13.03.20;BTCEUR;4392.8;5431.9;3550;5113.4;36178.14;171071374.18
1583971200,00;43902,00;12.03.20;BTCEUR;7046.5;7071;4200;4392.8;35457.85;194571494.12
1583884800,00;43901,00;11.03.20;BTCEUR;6977.6;7090;6721.5;7046.5;6432.39;44433670.01
1583798400,00;43900,00;10.03.20;BTCEUR;6955;7181.7;6810.4;6977.6;7610.69;53489196.03
1583712000,00;43899,00;09.03.20;BTCEUR;7075.9;7200;6675;6955;10963.43;75359996.14
1583625600,00;43898,00;08.03.20;BTCEUR;7896.9;7896.9;7027;7075.9;6763.79;50455636.35
1583539200,00;43897,00;07.03.20;BTCEUR;8118.3;8163.8;7852.2;7896.9;1906.33;15258020.85
1583452800,00;43896,00;06.03.20;BTCEUR;8082.3;8151.5;7988.8;8118.3;2958.49;23880028.73
1583366400,00;43895,00;05.03.20;BTCEUR;7872.7;8189.9;7869.6;8082.3;4659.13;37709168.78
1583280000,00;43894,00;04.03.20;BTCEUR;7849.5;7940;7805.6;7872.7;3410.15;26838497.27
1583193600,00;43893,00;03.03.20;BTCEUR;8005.7;8025;7770.1;7849.5;4689.76;37000690.17
1583107200,00;43892,00;02.03.20;BTCEUR;7722.6;8068.5;7690.2;8005.7;5759.71;45602887.74
1583020800,00;43891,00;01.03.20;BTCEUR;7736.9;7942.5;7622.3;7722.6;3322.48;25752284.22
1582934400,00;43890,00;29.02.20;BTCEUR;7893.1;7987.8;7735.6;7736.9;1717.68;13516587.32
1582848000,00;43889,00;28.02.20;BTCEUR;8011;8100;7680.2;7893.1;6285.69;49398824.03
1582761600,00;43888,00;27.02.20;BTCEUR;8072.1;8183.3;7839;8011;5946.04;47864124.17
1582675200,00;43887,00;26.02.20;BTCEUR;8555.7;8613.3;7939.3;8072.1;10930.55;89951202.67
1582588800,00;43886,00;25.02.20;BTCEUR;8915.2;8936.7;8505;8555.7;4851.01;42292836.98
1582502400,00;43885,00;24.02.20;BTCEUR;9199.3;9243.1;8734.5;8915.2;4215.33;37783511.29
1582416000,00;43884,00;23.02.20;BTCEUR;8929.5;9233;8923.1;9199.3;2160.83;19715822.39
1582329600,00;43883,00;22.02.20;BTCEUR;8945.2;8959.4;8829.8;8929.5;1189.85;10607347.54
1582243200,00;43882,00;21.02.20;BTCEUR;8918.9;9050;8804;8945.2;2962.36;26589372.43
1582156800,00;43881,00;20.02.20;BTCEUR;8896.2;8987.4;8735;8918.9;4475.48;39782430.65
1582070400,00;43880,00;19.02.20;BTCEUR;9432.3;9549.1;8680;8896.2;5964.2;54978807.52
1581984000,00;43879,00;18.02.20;BTCEUR;8957.1;9512;8911.1;9432.3;6414.31;58704101.72
1581897600,00;43878,00;17.02.20;BTCEUR;9167.4;9195;8740.4;8957.1;6342.92;56722585.79
1581811200,00;43877,00;16.02.20;BTCEUR;9164.2;9291.6;8913.2;9167.4;2993.85;27231142.42
1581724800,00;43876,00;15.02.20;BTCEUR;9571.4;9589.9;9083.6;9164.2;4114.73;38225214.81
1581638400,00;43875,00;14.02.20;BTCEUR;9451.3;9592.5;9334.1;9571.4;3919.05;37146733.97
1581552000,00;43874,00;13.02.20;BTCEUR;9526.5;9677.1;9270;9451.3;7064.9;66858663.7
1581465600,00;43873,00;12.02.20;BTCEUR;9401.8;9599;9382.1;9526.5;5128.27;48686828.51
1581379200,00;43872,00;11.02.20;BTCEUR;9029.8;9495;8891.4;9401.8;6111.8;56249488.42
1581292800,00;43871,00;10.02.20;BTCEUR;9288.1;9309.9;8921;9029.8;5234.58;47311900.02
1581206400,00;43870,00;09.02.20;BTCEUR;9058.4;9291.6;9031.3;9288.1;3573.36;32918797.71
1581120000,00;43869,00;08.02.20;BTCEUR;8970;9093.1;8832.3;9058.4;2618.27;23544156.16
1581033600,00;43868,00;07.02.20;BTCEUR;8882.3;9018.9;8860;8970;3787.87;33844265.81
1580947200,00;43867,00;06.02.20;BTCEUR;8729.9;8956;8660.1;8882.3;4929.36;43618792.47
1580860800,00;43866,00;05.02.20;BTCEUR;8307.9;8860.1;8295.7;8729.9;5986.82;51563287.55
1580774400,00;43865,00;04.02.20;BTCEUR;8406.2;8449.8;8210.5;8307.9;3817.44;31730502.59
1580688000,00;43864,00;03.02.20;BTCEUR;8411;8650;8350;8406.2;3402.13;28724992.77
1580601600,00;43863,00;02.02.20;BTCEUR;8459.3;8530;8250;8411;2313.06;19539251.16
1580515200,00;43862,00;01.02.20;BTCEUR;8414;8525;8380;8459.3;1415.17;11954445.52
1580428800,00;43861,00;31.01.20;BTCEUR;8609;8624.4;8325.4;8414;4733.77;39940950.98
1580342400,00;43860,00;30.01.20;BTCEUR;8429.8;8671.9;8324.2;8609;5110.86;43561619.88
1580256000,00;43859,00;29.01.20;BTCEUR;8520;8563.7;8381.6;8429.8;4789.99;40601154.09
1580169600,00;43858,00;28.01.20;BTCEUR;8064.3;8530;7588.8;8520;8003.32;65638726.62
1580083200,00;43857,00;27.01.20;BTCEUR;7796.7;8137.5;7761.3;8064.3;4883.01;38802863.21
1579996800,00;43856,00;26.01.20;BTCEUR;7566.3;7799;7526.9;7796.7;2322.74;17871385.07
1579910400,00;43855,00;25.01.20;BTCEUR;7642;7652.8;7501.1;7566.3;1717.97;13000905.46
1579824000,00;43854,00;24.01.20;BTCEUR;7596.2;7723;7460.2;7642;4486.67;34149074.4
1579737600,00;43853,00;23.01.20;BTCEUR;7810;7814;7480;7596.2;4620.71;35067929.24
1579651200,00;43852,00;22.01.20;BTCEUR;7870.1;7935;7738.8;7810;2800.4;21891753.61
1579564800,00;43851,00;21.01.20;BTCEUR;7791.1;7913.5;7650;7870.1;3809.88;29697240.26
1579478400,00;43850,00;20.01.20;BTCEUR;7848;7880.1;7678.3;7791.1;4188.17;32648603.22
1579392000,00;43849,00;19.01.20;BTCEUR;8029.9;8267.3;7635;7848;6373.49;50585900.12
1579305600,00;43848,00;18.01.20;BTCEUR;8020.4;8086;7950;8029.9;2028.51;16275277.15
1579219200,00;43847,00;17.01.20;BTCEUR;7828.7;8100.5;7785.5;8020.4;6143.36;49132203.76
1579132800,00;43846,00;16.01.20;BTCEUR;7912.3;7940;7710.7;7828.7;4271.75;33278350.14
1579046400,00;43845,00;15.01.20;BTCEUR;7928.5;7985;7700;7912.3;7271.54;57190627.95
1578960000,00;43844,00;14.01.20;BTCEUR;7290.1;7979.9;7290.1;7928.5;9532.65;73730162.56
1578873600,00;43843,00;13.01.20;BTCEUR;7347.9;7360;7237.6;7290.1;3520.69;25648563.26
1578787200,00;43842,00;12.01.20;BTCEUR;7216.8;7350;7165;7347.9;1730.36;12624374.47
1578700800,00;43841,00;11.01.20;BTCEUR;7361;7438.9;7203;7216.8;2905.88;21237997.88
1578614400,00;43840,00;10.01.20;BTCEUR;7038.5;7361;6930;7361;5659.67;40438554.92
1578528000,00;43839,00;09.01.20;BTCEUR;7246.6;7248.9;6980.4;7038.5;4492.51;31923881.07
1578441600,00;43838,00;08.01.20;BTCEUR;7317.6;7681.5;7081;7246.6;9422.87;69783815.46
1578355200,00;43837,00;07.01.20;BTCEUR;6940;7365.2;6937.2;7317.6;7764.23;55359789.85
1578268800,00;43836,00;06.01.20;BTCEUR;6588;6963.1;6580;6940;4812.75;32583910.41
1578182400,00;43835,00;05.01.20;BTCEUR;6589.4;6711.1;6553.3;6588;2166.22;14416225.82
1578096000,00;43834,00;04.01.20;BTCEUR;6569.9;6622.9;6522.5;6589.4;1660.18;10902331.02
1578009600,00;43833,00;03.01.20;BTCEUR;6219.1;6629.3;6142.6;6569.9;5191.97;33737567.81
1577923200,00;43832,00;02.01.20;BTCEUR;6401.1;6406.4;6201;6219.1;3539.83;22368196.56
1577836800,00;43831,00;01.01.20;BTCEUR;6399.5;6465;6380;6401.1;1462.76;9399020.99
1577750400,00;43830,00;31.12.19;BTCEUR;6449.8;6511.5;6335.3;6397.4;3278.03;21064486.01
1577664000,00;43829,00;30.12.19;BTCEUR;6606.7;6606.7;6430.1;6449.8;3567.94;23227096.41
1577577600,00;43828,00;29.12.19;BTCEUR;6536.7;6741.5;6519.4;6606.7;2340.04;15469901.08
1577491200,00;43827,00;28.12.19;BTCEUR;6485;6584.8;6473.2;6536.7;1739.77;11375859.18
1577404800,00;43826,00;27.12.19;BTCEUR;6489.9;6507.3;6351;6485;3098.18;19962601.39
1577318400,00;43825,00;26.12.19;BTCEUR;6482.4;6688.1;6445.3;6489.9;2536.5;16585280.71
1577232000,00;43824,00;25.12.19;BTCEUR;6547.6;6561.3;6414.8;6482.4;3754.54;24343208.97
1577145600,00;43823,00;24.12.19;BTCEUR;6604.5;6735.2;6466.7;6547.6;2886.03;19051735.84
1577059200,00;43822,00;23.12.19;BTCEUR;6785.7;6937.1;6559.1;6604.5;6394.68;43292447.37
1576972800,00;43821,00;22.12.19;BTCEUR;6455.6;6794.7;6438.5;6785.7;2875.31;19031476.88
1576886400,00;43820,00;21.12.19;BTCEUR;6500.5;6500.6;6433.6;6455.6;1051.23;6789142.28
1576800000,00;43819,00;20.12.19;BTCEUR;6432;6521.2;6370.2;6500.5;3414.86;22044661.1
1576713600,00;43818,00;19.12.19;BTCEUR;6557;6630.7;6327.7;6432;4581.43;29503195.05
1576627200,00;43817,00;18.12.19;BTCEUR;5925.7;6711.1;5801;6557;9777.37;60212376.85
1576540800,00;43816,00;17.12.19;BTCEUR;6182.1;6222.5;5859;5925.7;6391.53;38632269.18
1576454400,00;43815,00;16.12.19;BTCEUR;6390.1;6401.9;6135;6182.1;5119.73;32135056.72
1576368000,00;43814,00;15.12.19;BTCEUR;6351.3;6485.1;6307.8;6390.1;2154.71;13758965.13
1576281600,00;43813,00;14.12.19;BTCEUR;6517.9;6538.1;6305;6351.3;1685.08;10804628.78
1576195200,00;43812,00;13.12.19;BTCEUR;6431.8;6555.3;6431.8;6517.9;622.99;4043595.41
1576108800,00;43811,00;12.12.19;BTCEUR;6478.3;6536.8;6377.8;6431.8;1705.1;10992109.92
1576022400,00;43810,00;11.12.19;BTCEUR;6515.3;6569.8;6444;6478.3;3015.51;19633393.97
1575936000,00;43809,00;10.12.19;BTCEUR;6635;6686;6463;6515.3;4038.48;26558526.23
1575849600,00;43808,00;09.12.19;BTCEUR;6803;6931.6;6588.8;6635;3903.79;26282799.68
1575763200,00;43807,00;08.12.19;BTCEUR;6778.6;6848;6680.2;6803;1477.94;10035239.98
1575676800,00;43806,00;07.12.19;BTCEUR;6828.1;6885;6765.7;6778.6;1593.96;10851894.23
1575590400,00;43805,00;06.12.19;BTCEUR;6659.5;6869.9;6587.8;6828.1;3906.3;26171311.14
1575504000,00;43804,00;05.12.19;BTCEUR;6493.2;6752.9;6456.8;6659.5;4026.95;26709740.33
1575417600,00;43803,00;04.12.19;BTCEUR;6590.1;7047.9;6411.1;6493.2;6633.07;44007651.06
1575331200,00;43802,00;03.12.19;BTCEUR;6602.7;6691.9;6538.7;6590.1;3133.41;20697677.34
1575244800,00;43801,00;02.12.19;BTCEUR;6724.8;6753.5;6501;6602.7;3920.49;25911109.16
1575158400,00;43800,00;01.12.19;BTCEUR;6867.6;6867.6;6582.3;6724.8;3600.83;24070393.6
1575072000,00;43799,00;30.11.19;BTCEUR;7042.6;7100.9;6783.1;6867.6;2148.67;14891120.41
1574985600,00;43798,00;29.11.19;BTCEUR;6760.6;7144.1;6748;7042.6;4992.82;34808160.77
1574899200,00;43797,00;28.11.19;BTCEUR;6849.6;6967.9;6711;6760.6;4040.64;27658453.04
1574812800,00;43796,00;27.11.19;BTCEUR;6513.4;6980;6245.2;6849.6;7864.36;52046076.25
1574726400,00;43795,00;26.11.19;BTCEUR;6477.9;6672;6376.1;6513.4;4542.39;29450994.62
1574640000,00;43794,00;25.11.19;BTCEUR;6275.7;6718.8;5950;6477.9;10081.89;63712041.18
1574553600,00;43793,00;24.11.19;BTCEUR;6659.8;6670;6232.9;6275.7;3257.55;20967917.09
1574467200,00;43792,00;23.11.19;BTCEUR;6626.6;6686.3;6466.4;6659.8;2282.09;15050616.26
1574380800,00;43791,00;22.11.19;BTCEUR;6892.9;6992.9;6140;6626.6;12126.33;79184304.95
1574294400,00;43790,00;21.11.19;BTCEUR;7297.6;7327.2;6712;6892.9;6371.06;44550123.54
1574208000,00;43789,00;20.11.19;BTCEUR;7341.9;7432.5;7265.5;7297.6;2999.44;21971238.51
1574121600,00;43788,00;19.11.19;BTCEUR;7395;7412.8;7234.4;7341.9;3615.88;26476736.84
1574035200,00;43787,00;18.11.19;BTCEUR;7695.9;7698.2;7258;7395;4579.37;34447287.13
1573948800,00;43786,00;17.11.19;BTCEUR;7687.8;7799.9;7600;7695.9;1539.8;11887990.51
1573862400,00;43785,00;16.11.19;BTCEUR;7668.3;7735.6;7642.9;7687.8;988.86;7595510.39
1573776000,00;43784,00;15.11.19;BTCEUR;7834.2;7963.9;7600;7668.3;4742.76;36805898.44
1573689600,00;43783,00;14.11.19;BTCEUR;7966.6;7979.9;7795.4;7834.2;2979.93;23409412.04
1573603200,00;43782,00;13.11.19;BTCEUR;7999.9;8025;7909;7966.6;2453.72;19542954.88
1573516800,00;43781,00;12.11.19;BTCEUR;7908.1;8059.1;7800;7999.9;3597.6;28512312.83
1573430400,00;43780,00;11.11.19;BTCEUR;8200.8;8234.2;7809.3;7908.1;4108.68;32606592.06
1573344000,00;43779,00;10.11.19;BTCEUR;8000.2;8284;7950.5;8200.8;2135.26;17386111.14
1573257600,00;43778,00;09.11.19;BTCEUR;7961.1;8064.3;7882.5;8000.2;1501.56;11990757.07
1573171200,00;43777,00;08.11.19;BTCEUR;8329.9;8362.2;7871.1;7961.1;5689.36;45978528.9
1573084800,00;43776,00;07.11.19;BTCEUR;8447.3;8465;8200;8329.9;3022.67;25186558.89
1572998400,00;43775,00;06.11.19;BTCEUR;8405.6;8520;8376;8447.3;2730.21;23042758.18
1572912000,00;43774,00;05.11.19;BTCEUR;8458.6;8524.9;8245;8405.6;3653.92;30676077.15
1572825600,00;43773,00;04.11.19;BTCEUR;8252;8599;8182.5;8458.6;3680.14;30766378.19
1572739200,00;43772,00;03.11.19;BTCEUR;8333.5;8403.7;8139;8252;1962.08;16158113.87
1572652800,00;43771,00;02.11.19;BTCEUR;8290.7;8400;8251;8333.5;1498.83;12485301.74
1572566400,00;43770,00;01.11.19;BTCEUR;8208.1;8336;8123.1;8290.7;2882.9;23702002.71
1572480000,00;43769,00;31.10.19;BTCEUR;8224.5;8450;8030.5;8208.1;4079.65;33621067.78
1572393600,00;43768,00;30.10.19;BTCEUR;8487;8517.8;8104.4;8224.5;4744.37;39115226.33
1572307200,00;43767,00;29.10.19;BTCEUR;8302.2;8599;8180;8487;4482.87;37877954.62
1572220800,00;43766,00;28.10.19;BTCEUR;8605.8;8949.8;8272.4;8302.2;5280.23;44922907.84
1572134400,00;43765,00;27.10.19;BTCEUR;8335.3;8842.3;8203;8605.8;5089.01;43552730.27
1572048000,00;43764,00;26.10.19;BTCEUR;7811.5;9388.8;7796.2;8335.3;12748.47;108218358.28
1571961600,00;43763,00;25.10.19;BTCEUR;6701;7913;6670;7811.5;9320.56;68165358.48
1571875200,00;43762,00;24.10.19;BTCEUR;6723.1;6769.9;6619.5;6701;3181.26;21329906.89
1571788800,00;43761,00;23.10.19;BTCEUR;7217.1;7241.9;6600;6723.1;8797.22;60467989.76
1571702400,00;43760,00;22.10.19;BTCEUR;7371.8;7460;7195.9;7217.1;3732.5;27521094.84
1571616000,00;43759,00;21.10.19;BTCEUR;7378.9;7490;7311.3;7371.8;3187.16;23518205.81
1571529600,00;43758,00;20.10.19;BTCEUR;7132.6;7488;7070;7378.9;2649.55;19311501.24
1571443200,00;43757,00;19.10.19;BTCEUR;7129.7;7249;7060.5;7132.6;2168.05;15479153.62
1571356800,00;43756,00;18.10.19;BTCEUR;7267.2;7299.9;7050;7129.7;4132.49;29470900.14
1571270400,00;43755,00;17.10.19;BTCEUR;7225.8;7319.7;7181;7267.2;3921.36;28461097.89
1571184000,00;43754,00;16.10.19;BTCEUR;7400;7417.6;7161.6;7225.8;4043.72;29394997.17
1571097600,00;43753,00;15.10.19;BTCEUR;7576.1;7647.9;7350.1;7400;3669.12;27476961.44
1571011200,00;43752,00;14.10.19;BTCEUR;7525;7627.9;7470;7576.1;2492.9;18805783.37
1570924800,00;43751,00;13.10.19;BTCEUR;7534.4;7682;7370;7525;1908.36;14423835.72
1570838400,00;43750,00;12.10.19;BTCEUR;7493.2;7629.8;7488.3;7534.4;1364.84;10333690.95
1570752000,00;43749,00;11.10.19;BTCEUR;7809.2;8000;7451;7493.2;4992.45;38122961.23
1570665600,00;43748,00;10.10.19;BTCEUR;7813.3;7866.5;7677;7809.2;3661.03;28440035.83
1570579200,00;43747,00;09.10.19;BTCEUR;7477.5;7900;7405.1;7813.3;4892.08;37595207.13
1570492800,00;43746,00;08.10.19;BTCEUR;7484.2;7595;7405.1;7477.5;2971.89;22219592.66
1570406400,00;43745,00;07.10.19;BTCEUR;7170.1;7574.8;7085;7484.2;5802.08;42800140.84
1570320000,00;43744,00;06.10.19;BTCEUR;7420;7448;7108;7170.1;3335.28;24184058.52
1570233600,00;43743,00;05.10.19;BTCEUR;7445;7470.7;7315.3;7420;2061.75;15227261.32
1570147200,00;43742,00;04.10.19;BTCEUR;7515.2;7521.3;7325;7445;2698.83;20053234.43
1570060800,00;43741,00;03.10.19;BTCEUR;7658.3;7688.5;7364.8;7515.2;3361.66;25183131.97
1569974400,00;43740,00;02.10.19;BTCEUR;7618.5;7664.3;7470.6;7658.3;3341.02;25237082.75
1569888000,00;43739,00;01.10.19;BTCEUR;7619;7820;7530.6;7618.5;4727.83;36347468.29
1569801600,00;43738,00;30.09.19;BTCEUR;7369.7;7665;7061;7619;7052.19;52253369.0
1569715200,00;43737,00;29.09.19;BTCEUR;7522.2;7539.6;7237.6;7369.7;2590.6;19039634.87
1569628800,00;43736,00;28.09.19;BTCEUR;7498.4;7644.4;7355.5;7522.2;2591.16;19343601.23
1569542400,00;43735,00;27.09.19;BTCEUR;7382.2;7591.5;7183.2;7498.4;5934.04;43726698.05
1569456000,00;43734,00;26.09.19;BTCEUR;7715.7;7774;7051.7;7382.2;8650.46;64566860.5
1569369600,00;43733,00;25.09.19;BTCEUR;7761.7;7963;7474.9;7715.7;8472.05;65065109.16
1569283200,00;43732,00;24.09.19;BTCEUR;8830;8918.4;7314;7761.7;16599.89;134792777.15
1569196800,00;43731,00;23.09.19;BTCEUR;9118.3;9131;8765.4;8830;4120.7;36972889.69
1569110400,00;43730,00;22.09.19;BTCEUR;9065.3;9160;8952.4;9118.3;1465.28;13286128.56
1569024000,00;43729,00;21.09.19;BTCEUR;9230.9;9233.9;9018.7;9065.3;1651.35;15015248.0
1568937600,00;43728,00;20.09.19;BTCEUR;9306;9329.9;9165;9230.9;2501.76;23078697.34
1568851200,00;43727,00;19.09.19;BTCEUR;9222.4;9370.1;8750;9306;5771.94;52046153.87
1568764800,00;43726,00;18.09.19;BTCEUR;9213.4;9269.5;9141.3;9222.4;2717.11;25085035.57
1568678400,00;43725,00;17.09.19;BTCEUR;9328.7;9328.7;9204.6;9213.4;2716.05;25152637.28
1568592000,00;43724,00;16.09.19;BTCEUR;9314.1;9398.2;9160;9328.7;3742.81;34752762.44
1568505600,00;43723,00;15.09.19;BTCEUR;9359.7;9379.2;9273.3;9314.1;926.76;8635558.11
1568419200,00;43722,00;14.09.19;BTCEUR;9351.8;9427.4;9248.9;9359.7;1349.8;12612679.15
1568332800,00;43721,00;13.09.19;BTCEUR;9440.3;9445;9198;9351.8;3019.05;28107616.72
1568246400,00;43720,00;12.09.19;BTCEUR;9232.4;9455;9125.6;9440.3;3926.38;36518029.78
1568160000,00;43719,00;11.09.19;BTCEUR;9150.5;9254;8980;9232.4;3913.14;35721795.13
1568073600,00;43718,00;10.09.19;BTCEUR;9349.3;9421.2;9000.8;9150.5;3748.72;34547273.1
1567987200,00;43717,00;09.09.19;BTCEUR;9456.6;9550;9129.3;9349.3;3858.54;35985085.22
1567900800,00;43716,00;08.09.19;BTCEUR;9498.4;9600;9299.7;9456.6;1921.24;18164796.24
