Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume EUR
2020-01-10 09-PM,BTCEUR,7289.21,7318.58,7239.97,7239.97,2.11,15399.67
2020-01-10 08-PM,BTCEUR,7273.54,7292,7264.63,7289.21,0.4297,3129.8
2020-01-10 07-PM,BTCEUR,7267.86,7273.54,7250.2,7273.54,0.1889,1369.64
2020-01-10 06-PM,BTCEUR,7150.01,7285.3,7150.01,7267.86,0.5669,4117.09
2020-01-10 05-PM,BTCEUR,7170.88,7170.89,7150.01,7150.01,0.07694,550.41
2020-01-10 04-PM,BTCEUR,7233.15,7381.41,7170.88,7170.88,0.1234,901.02
2020-01-10 03-PM,BTCEUR,7172.42,7330.8,7172.42,7233.15,0.5702,4158.14
2020-01-10 02-PM,BTCEUR,7140.43,7222.71,7110.44,7172.42,0.5422,3894.73
2020-01-10 01-PM,BTCEUR,7099.61,7227,7099.61,7140.43,87.18,626586.41
2020-01-10 12-PM,BTCEUR,7036.26,7099.61,7036.26,7099.61,0.08252,583.32
2020-01-10 11-AM,BTCEUR,6997.49,7070.05,6997.49,7036.26,1.458,10282.8
2020-01-10 10-AM,BTCEUR,6982.39,7003.1,6951.53,6997.49,0.06906,481.59
2020-01-10 09-AM,BTCEUR,6950,6995.45,6950,6982.39,1.437,10050.0
2020-01-10 08-AM,BTCEUR,6987.3,6987.3,6950,6950,2.091,14557.71
2020-01-10 07-AM,BTCEUR,7018.96,7018.96,6987.3,6987.3,0.003181,22.22
2020-01-10 06-AM,BTCEUR,7018.96,7018.96,7018.96,7018.96,0.0,0.0
2020-01-10 05-AM,BTCEUR,7018.96,7018.96,7018.96,7018.96,0.0,0.0
2020-01-10 04-AM,BTCEUR,7018.96,7018.96,7018.96,7018.96,0.0,0.0
2020-01-10 03-AM,BTCEUR,7031.73,7050.08,7018.96,7018.96,0.0485,340.97
2020-01-10 02-AM,BTCEUR,7028.42,7044.72,7026.9,7031.73,0.06684,470.08
2020-01-10 01-AM,BTCEUR,7057.18,7110.76,7028.42,7028.42,0.3025,2148.06
2020-01-10 12-AM,BTCEUR,7069.03,7069.03,7045.18,7057.18,0.3128,2207.49
2020-01-09 11-PM,BTCEUR,7051.7,7069.03,7041.02,7069.03,0.369,2602.19
2020-01-09 10-PM,BTCEUR,7053.33,7087.98,7036.35,7051.7,0.07374,520.41
2020-01-09 09-PM,BTCEUR,7076.8,7076.8,6998.84,7053.33,1.156,8090.82
2020-01-09 08-PM,BTCEUR,7126.83,7198.42,7076.79,7076.8,4.762,33861.38
2020-01-09 07-PM,BTCEUR,7052.35,7150,7040.22,7126.83,0.4065,2889.59
2020-01-09 06-PM,BTCEUR,7047.12,7061.44,7023.57,7052.35,0.3253,2291.16
2020-01-09 05-PM,BTCEUR,7063.08,7066.28,7036.64,7047.12,0.08779,618.56
2020-01-09 04-PM,BTCEUR,7124.92,7135.3,7063.07,7063.08,0.08018,568.86
2020-01-09 03-PM,BTCEUR,7118.13,7152.81,7118.13,7124.92,0.4219,3009.85
2020-01-09 02-PM,BTCEUR,7130.76,7130.76,7113.66,7118.13,1.008,7173.82
2020-01-09 01-PM,BTCEUR,7106.41,7235,7106.41,7130.76,44.92,322938.92
2020-01-09 12-PM,BTCEUR,7092.31,7119.74,7092.31,7106.41,0.2832,2016.05
2020-01-09 11-AM,BTCEUR,7116.09,7116.09,7092.31,7092.31,0.001269,9.0
2020-01-09 10-AM,BTCEUR,7127.1,7137.57,7110.99,7116.09,1.763,12562.56
2020-01-09 09-AM,BTCEUR,7166.04,7166.04,7101.96,7127.1,0.05731,408.07
2020-01-09 08-AM,BTCEUR,7181.36,7181.36,7150.24,7166.04,0.6889,4936.95
2020-01-09 07-AM,BTCEUR,7131.39,7181.36,7131.39,7181.36,0.007583,54.46
2020-01-09 06-AM,BTCEUR,7149.01,7151.12,7131.39,7131.39,0.1072,765.31
2020-01-09 05-AM,BTCEUR,7151.05,7151.05,7149.01,7149.01,0.1776,1270.0
2020-01-09 04-AM,BTCEUR,7178.03,7178.03,7151.05,7151.05,0.3079,2202.25
2020-01-09 03-AM,BTCEUR,7195.78,7203.89,7178.03,7178.03,0.2983,2148.53
2020-01-09 02-AM,BTCEUR,7195.78,7195.78,7195.78,7195.78,0.0,0.0
2020-01-09 01-AM,BTCEUR,7298.3,7298.3,7163.13,7195.78,0.03181,228.87
2020-01-09 12-AM,BTCEUR,7298.3,7298.3,7298.3,7298.3,0.0,0.0
2020-01-08 11-PM,BTCEUR,7240.46,7298.3,7240.46,7298.3,0.4123,3003.12
2020-01-08 10-PM,BTCEUR,7194.81,7240.46,7194.81,7240.46,0.039,282.21
2020-01-08 09-PM,BTCEUR,7235.71,7256.15,7194.81,7194.81,0.4331,3141.2
2020-01-08 08-PM,BTCEUR,7175.55,7235.71,7128.44,7235.71,1.642,11761.48
2020-01-08 07-PM,BTCEUR,7299.96,7299.96,7175.55,7175.55,0.9546,6849.99
2020-01-08 06-PM,BTCEUR,7282.85,7300,7254,7299.96,0.4345,3168.15
2020-01-08 05-PM,BTCEUR,7279.71,7282.85,7247.28,7282.85,0.1358,984.49
2020-01-08 04-PM,BTCEUR,7506.42,7506.42,7279.71,7279.71,2.034,14992.26
2020-01-08 03-PM,BTCEUR,7486.98,7506.42,7459.75,7506.42,0.1894,1417.45
2020-01-08 02-PM,BTCEUR,7452.9,7569.84,7452.9,7486.98,2.412,18015.44
2020-01-08 01-PM,BTCEUR,7474.05,7474.05,7452.9,7452.9,0.7729,5760.9
2020-01-08 12-PM,BTCEUR,7515.26,7700,7465.64,7474.05,59.47,450764.24
2020-01-08 11-AM,BTCEUR,7512.06,7515.26,7505,7515.26,0.01832,137.52
2020-01-08 10-AM,BTCEUR,7475,7512.06,7464.4,7512.06,0.3933,2941.04
2020-01-08 09-AM,BTCEUR,7495.08,7495.08,7471.02,7475,0.1507,1127.33
2020-01-08 08-AM,BTCEUR,7452.57,7495.08,7447.02,7495.08,0.9647,7223.22
2020-01-08 07-AM,BTCEUR,7483,7484.07,7452.57,7452.57,0.05846,436.25
2020-01-08 06-AM,BTCEUR,7477.08,7495.38,7477.08,7483,0.04326,324.02
2020-01-08 05-AM,BTCEUR,7458.39,7509.79,7458.39,7477.08,0.06289,470.81
2020-01-08 04-AM,BTCEUR,7447.53,7473.02,7447.53,7458.39,0.01992,148.72
2020-01-08 03-AM,BTCEUR,7419.69,7447.53,7417.99,7447.53,0.01743,129.63
2020-01-08 02-AM,BTCEUR,7551.02,7596.54,7419.69,7419.69,2.512,18851.25
2020-01-08 01-AM,BTCEUR,7563.34,7594.23,7513.11,7551.02,0.3396,2575.17
2020-01-08 12-AM,BTCEUR,7352.87,7563.34,7333.09,7563.34,0.7006,5257.89
2020-01-07 11-PM,BTCEUR,7222.77,7353.52,7220.32,7352.87,0.5002,3627.58
2020-01-07 10-PM,BTCEUR,7212.22,7246.17,7164.11,7222.77,0.4623,3333.53
2020-01-07 09-PM,BTCEUR,7333.06,7361.67,7212.21,7212.22,2.369,17177.43
2020-01-07 08-PM,BTCEUR,7282,7361.2,7250.01,7333.06,7.169,52155.8
2020-01-07 07-PM,BTCEUR,7254.2,7282.03,7245.28,7282,1.612,11707.91
2020-01-07 06-PM,BTCEUR,7147.83,7286.95,7139.03,7254.2,1.009,7321.7
2020-01-07 05-PM,BTCEUR,7133.28,7147.83,7103.66,7147.83,8.954,63762.42
2020-01-07 04-PM,BTCEUR,7040.03,7225,6965.03,7133.28,118.21,844824.57
2020-01-07 03-PM,BTCEUR,7101,7144.72,7040.01,7040.03,0.3535,2518.29
2020-01-07 02-PM,BTCEUR,7100,7101,7019.8,7101,0.6177,4354.81
2020-01-07 01-PM,BTCEUR,7076.63,7150.27,6962.81,7100,0.3231,2305.26
2020-01-07 12-PM,BTCEUR,7107.03,7134.73,7076.63,7076.63,0.06898,491.03
2020-01-07 11-AM,BTCEUR,7137.97,7163.64,7064.52,7107.03,0.01477,104.92
2020-01-07 10-AM,BTCEUR,7139.49,7139.49,7137.97,7137.97,0.2806,2003.21
2020-01-07 09-AM,BTCEUR,7058.29,7139.5,7038.01,7139.49,1.406,9995.77
2020-01-07 08-AM,BTCEUR,7150.77,7164.92,7056.37,7058.29,4.11,29237.13
2020-01-07 07-AM,BTCEUR,7052.76,7150.77,7027.93,7150.77,0.9762,6903.0
2020-01-07 06-AM,BTCEUR,7037.75,7070.01,7037.75,7052.76,0.06687,472.65
2020-01-07 05-AM,BTCEUR,7029.61,7037.77,7027.52,7037.75,0.02986,210.04
2020-01-07 04-AM,BTCEUR,7069.45,7069.45,7029.61,7029.61,0.1362,960.46
2020-01-07 03-AM,BTCEUR,7082.3,7082.3,7069.45,7069.45,0.01241,87.8
2020-01-07 02-AM,BTCEUR,7049.5,7082.3,7049.5,7082.3,0.1363,962.38
2020-01-07 01-AM,BTCEUR,7059,7068.38,7049.49,7049.5,0.1261,890.48
2020-01-07 12-AM,BTCEUR,6922.92,7141.06,6922.92,7059,1.118,7895.57
2020-01-06 11-PM,BTCEUR,6895.68,6955.89,6895.68,6922.92,0.1031,713.84
2020-01-06 10-PM,BTCEUR,6783.92,6917.58,6783.9,6895.68,3.507,24174.38
2020-01-06 09-PM,BTCEUR,6739.98,6784.26,6739.98,6783.92,4.223,28577.84
2020-01-06 08-PM,BTCEUR,6745.89,6828.66,6738.34,6739.98,0.3477,2369.13
2020-01-06 07-PM,BTCEUR,6748.93,6811.62,6734.81,6745.89,0.124,840.93
2020-01-06 06-PM,BTCEUR,6750.04,6827.17,6748.93,6748.93,0.3377,2301.72
2020-01-06 05-PM,BTCEUR,6737.67,6754.29,6732.96,6750.04,0.02244,151.43
2020-01-06 04-PM,BTCEUR,6819.38,6819.38,6737.66,6737.67,0.02999,202.09
2020-01-06 03-PM,BTCEUR,6748.28,6819.38,6731.67,6819.38,0.3729,2524.39
2020-01-06 02-PM,BTCEUR,6767.98,6767.98,6740.85,6748.28,0.08306,560.07
2020-01-06 01-PM,BTCEUR,6752.8,6786.01,6752.8,6767.98,0.01826,123.67
2020-01-06 12-PM,BTCEUR,6750.85,6752.8,6750.85,6752.8,0.01563,105.55
2020-01-06 11-AM,BTCEUR,6790,6840,6750.85,6750.85,0.349,2382.83
2020-01-06 10-AM,BTCEUR,6767.53,6790,6759.98,6790,0.06467,437.26
2020-01-06 09-AM,BTCEUR,6733.76,6767.53,6733.76,6767.53,0.004136,27.99
2020-01-06 08-AM,BTCEUR,6733.76,6733.76,6733.76,6733.76,0.0,0.0
2020-01-06 07-AM,BTCEUR,6751.65,6751.65,6733.76,6733.76,0.004931,33.2
2020-01-06 06-AM,BTCEUR,6751.65,6751.65,6751.65,6751.65,0.0,0.0
2020-01-06 05-AM,BTCEUR,6782.06,6782.06,6751.65,6751.65,0.008555,57.76
2020-01-06 04-AM,BTCEUR,6736.31,6782.06,6736.31,6782.06,0.2953,2002.74
2020-01-06 03-AM,BTCEUR,6764.41,6776.29,6722.17,6736.31,2.145,14457.71
2020-01-06 02-AM,BTCEUR,6615.48,6764.41,6615.48,6764.41,0.05346,356.76
2020-01-06 01-AM,BTCEUR,6596.32,6673.43,6596.32,6615.48,0.3012,2010.18
2020-01-06 12-AM,BTCEUR,6593.46,6658.51,6593.46,6596.32,0.6532,4311.28
2020-01-05 11-PM,BTCEUR,6620,6659.97,6584.88,6593.46,0.531,3521.12
2020-01-05 10-PM,BTCEUR,6660,6660,6620,6620,0.03538,234.66
2020-01-05 09-PM,BTCEUR,6752.03,6763.38,6660,6660,0.3787,2559.25
2020-01-05 08-PM,BTCEUR,6672.07,6752.03,6672.07,6752.03,0.1154,778.99
2020-01-05 07-PM,BTCEUR,6708.01,6708.01,6671.11,6672.07,0.05123,342.96
2020-01-05 06-PM,BTCEUR,6780.59,6780.59,6708.01,6708.01,0.0724,485.76
2020-01-05 05-PM,BTCEUR,6708.01,6780.59,6708.01,6780.59,0.2954,2003.02
2020-01-05 04-PM,BTCEUR,6779.28,6779.28,6705.32,6708.01,0.02384,159.89
2020-01-05 03-PM,BTCEUR,6653.7,6779.28,6653.7,6779.28,0.4876,3304.89
2020-01-05 02-PM,BTCEUR,6653.68,6750.89,6653.68,6653.7,0.3178,2141.59
2020-01-05 01-PM,BTCEUR,6666.69,6670.24,6653.68,6653.68,0.2461,1638.8
2020-01-05 12-PM,BTCEUR,6657.04,6670.79,6657.04,6666.69,0.02438,162.54
2020-01-05 11-AM,BTCEUR,6651.65,6657.04,6651.16,6657.04,0.06708,446.53
2020-01-05 10-AM,BTCEUR,6699.99,6699.99,6651.65,6651.65,0.00162,10.78
2020-01-05 09-AM,BTCEUR,6700,6700.03,6699.99,6699.99,0.3281,2198.59
2020-01-05 08-AM,BTCEUR,6700,6700,6700,6700,0.007339,49.17
2020-01-05 07-AM,BTCEUR,6700,6702.44,6699.99,6700,0.01251,83.86
2020-01-05 06-AM,BTCEUR,6700,6700,6700,6700,0.0,0.0
2020-01-05 05-AM,BTCEUR,6710.34,6710.34,6700,6700,0.0008133,5.449
2020-01-05 04-AM,BTCEUR,6686.35,6710.34,6686.35,6710.34,0.5667,3797.09
2020-01-05 03-AM,BTCEUR,6686.34,6686.35,6686.34,6686.35,0.0008047,5.38
2020-01-05 02-AM,BTCEUR,6700,6700,6686.34,6686.34,0.07583,507.56
2020-01-05 01-AM,BTCEUR,6620.08,6700,6620.08,6700,0.4759,3182.44
2020-01-05 12-AM,BTCEUR,6583.45,6620.08,6583.45,6620.08,0.008463,56.02
2020-01-04 11-PM,BTCEUR,6581.07,6691.98,6581.07,6583.45,0.3207,2142.37
2020-01-04 10-PM,BTCEUR,6581.07,6581.07,6581.07,6581.07,0.0,0.0
2020-01-04 09-PM,BTCEUR,6580.57,6605.8,6573.28,6581.07,0.09289,610.85
2020-01-04 08-PM,BTCEUR,6557.87,6580.57,6557.87,6580.57,0.0163,107.23
2020-01-04 07-PM,BTCEUR,6574.41,6574.45,6532.31,6557.87,0.0313,205.49
2020-01-04 06-PM,BTCEUR,6555.23,6686.03,6555.23,6574.41,0.3297,2201.9
2020-01-04 05-PM,BTCEUR,6555.23,6555.23,6555.23,6555.23,0.0,0.0
2020-01-04 04-PM,BTCEUR,6571,6572.93,6555.23,6555.23,0.1556,1020.28
2020-01-04 03-PM,BTCEUR,6546.42,6657.86,6546.42,6571,0.4179,2769.35
2020-01-04 02-PM,BTCEUR,6599.99,6599.99,6545.92,6546.42,0.03374,221.25
2020-01-04 01-PM,BTCEUR,6576.89,6599.99,6576.89,6599.99,0.004891,32.28
2020-01-04 12-PM,BTCEUR,6600,6600,6574.49,6576.89,0.162,1065.09
2020-01-04 11-AM,BTCEUR,6672.54,6672.54,6600,6600,0.02929,193.45
2020-01-04 10-AM,BTCEUR,6595.67,6672.57,6595.67,6672.54,0.3375,2251.45
2020-01-04 09-AM,BTCEUR,6602.07,6670.56,6595.67,6595.67,0.3286,2190.78
2020-01-04 08-AM,BTCEUR,6587.27,6630.7,6587.27,6602.07,0.3783,2498.04
2020-01-04 07-AM,BTCEUR,6587.27,6587.27,6587.27,6587.27,0.0,0.0
2020-01-04 06-AM,BTCEUR,6587.27,6587.27,6587.27,6587.27,0.0,0.0
2020-01-04 05-AM,BTCEUR,6572.59,6616.53,6572.59,6587.27,0.006937,45.79
2020-01-04 04-AM,BTCEUR,6572.59,6572.59,6572.59,6572.59,0.0,0.0
2020-01-04 03-AM,BTCEUR,6577.27,6577.27,6572.59,6572.59,0.01285,84.49
2020-01-04 02-AM,BTCEUR,6572.3,6577.27,6572.3,6577.27,0.006923,45.51
2020-01-04 01-AM,BTCEUR,6559.78,6572.3,6559.78,6572.3,0.003105,20.4
2020-01-04 12-AM,BTCEUR,6669.61,6669.61,6559.78,6559.78,0.04252,279.87
2020-01-03 11-PM,BTCEUR,6526.06,6669.61,6526.06,6669.61,0.4242,2818.3
2020-01-03 10-PM,BTCEUR,6581.48,6581.48,6523.3,6526.06,3.886,25356.42
2020-01-03 09-PM,BTCEUR,6651.51,6651.51,6576,6581.48,0.211,1389.43
2020-01-03 08-PM,BTCEUR,6580.47,6668.71,6568.13,6651.51,0.5943,3955.65
2020-01-03 07-PM,BTCEUR,6606.6,6608.72,6574.33,6580.47,0.07077,466.6
2020-01-03 06-PM,BTCEUR,6602.25,6693.07,6602.25,6606.6,0.5718,3820.53
2020-01-03 05-PM,BTCEUR,6619.59,6627.2,6602.25,6602.25,0.0093,61.6
2020-01-03 04-PM,BTCEUR,6625.49,6665.13,6586.03,6619.59,0.3426,2280.63
2020-01-03 03-PM,BTCEUR,6522.11,6646,6522.11,6625.49,25.24,167313.31
2020-01-03 02-PM,BTCEUR,6600.67,6648,6516.45,6522.11,41.9,277792.65
2020-01-03 01-PM,BTCEUR,6582.32,6676.48,6582.32,6600.67,0.3751,2502.28
2020-01-03 12-PM,BTCEUR,6694.57,6694.57,6582.32,6582.32,0.03546,233.61
2020-01-03 11-AM,BTCEUR,6602.67,6694.57,6586.28,6694.57,0.08961,594.79
2020-01-03 10-AM,BTCEUR,6610,6610,6602.67,6602.67,0.004609,30.43
2020-01-03 09-AM,BTCEUR,6475.74,6610,6475.74,6610,0.0358,236.44
2020-01-03 08-AM,BTCEUR,6443.97,6570.56,6443.97,6475.74,5.952,39010.44
2020-01-03 07-AM,BTCEUR,6443.97,6443.97,6443.97,6443.97,0.0,0.0
2020-01-03 06-AM,BTCEUR,6443.97,6443.97,6443.97,6443.97,0.0,0.0
2020-01-03 05-AM,BTCEUR,6524.36,6553.22,6418.63,6443.97,0.411,2685.21
2020-01-03 04-AM,BTCEUR,6238.32,6524.36,6238.32,6524.36,0.03486,224.24
2020-01-03 03-AM,BTCEUR,6220.71,6240.6,6220.71,6238.32,0.05247,327.47
2020-01-03 02-AM,BTCEUR,6226.17,6256.27,6220.71,6220.71,0.3282,2053.13
2020-01-03 01-AM,BTCEUR,6215.93,6226.17,6215.93,6226.17,0.002007,12.49
2020-01-03 12-AM,BTCEUR,6243.21,6243.21,6215.93,6215.93,0.01126,70.13
2020-01-02 11-PM,BTCEUR,6246.35,6248.55,6229.01,6243.21,0.02257,140.89
2020-01-02 10-PM,BTCEUR,6337.33,6337.33,6246.35,6246.35,0.3415,2162.13
2020-01-02 09-PM,BTCEUR,6296.47,6337.33,6238.32,6337.33,0.1036,646.66
2020-01-02 08-PM,BTCEUR,6256.74,6296.47,6256.74,6296.47,0.02261,142.16
2020-01-02 07-PM,BTCEUR,6250.69,6256.74,6250.69,6256.74,0.005219,32.65
2020-01-02 06-PM,BTCEUR,6242.86,6329.43,6242.86,6250.69,0.3613,2286.21
2020-01-02 05-PM,BTCEUR,6339.38,6339.38,6227.15,6242.86,0.1273,795.97
2020-01-02 04-PM,BTCEUR,6455.5,6455.5,6339.38,6339.38,1.627,10495.71
2020-01-02 03-PM,BTCEUR,6473.29,6476.43,6405.49,6455.5,0.3761,2432.09
2020-01-02 02-PM,BTCEUR,6410.2,6473.29,6368.62,6473.29,49.53,318707.79
2020-01-02 01-PM,BTCEUR,6449.99,6449.99,6410.2,6410.2,0.05213,334.27
2020-01-02 12-PM,BTCEUR,6413.63,6449.99,6410.2,6449.99,0.05698,365.91
2020-01-02 11-AM,BTCEUR,6465,6484.74,6413.04,6413.63,0.3623,2347.71
2020-01-02 10-AM,BTCEUR,6456.99,6491.23,6456.99,6465,0.02907,188.56
2020-01-02 09-AM,BTCEUR,6456.99,6456.99,6456.99,6456.99,0.0,0.0
2020-01-02 08-AM,BTCEUR,6435.06,6456.99,6410.2,6456.99,3.894,25122.37
2020-01-02 07-AM,BTCEUR,6410.2,6435.06,6410.2,6435.06,1.085,6983.22
2020-01-02 06-AM,BTCEUR,6410.2,6410.2,6410.2,6410.2,0.0,0.0
2020-01-02 05-AM,BTCEUR,6410.2,6410.2,6410.2,6410.2,0.0,0.0
2020-01-02 04-AM,BTCEUR,6410.2,6410.2,6410.2,6410.2,0.0,0.0
2020-01-02 03-AM,BTCEUR,6410.2,6410.2,6410.2,6410.2,0.00446,28.59
2020-01-02 02-AM,BTCEUR,6506.41,6506.41,6410.2,6410.2,0.00972,62.31
2020-01-02 01-AM,BTCEUR,6506.38,6506.41,6506.38,6506.41,0.2998,1950.91
2020-01-02 12-AM,BTCEUR,6410,6506.38,6410,6506.38,0.007995,52.02
2020-01-01 11-PM,BTCEUR,6453.65,6453.65,6410,6410,0.01363,87.41
2020-01-01 10-PM,BTCEUR,6454,6454,6453.65,6453.65,0.05121,330.47
2020-01-01 09-PM,BTCEUR,6453.66,6454,6453.65,6454,0.01605,103.58
2020-01-01 08-PM,BTCEUR,6465,6545.59,6453.66,6453.66,0.3256,2129.81
2020-01-01 07-PM,BTCEUR,6464,6465,6464,6465,0.002712,17.54
2020-01-01 06-PM,BTCEUR,6460,6540,6460,6464,0.3225,2106.7
2020-01-01 05-PM,BTCEUR,6452,6535.39,6452,6460,0.4963,3240.72
2020-01-01 04-PM,BTCEUR,6450.85,6452,6450.85,6452,0.003961,25.56
2020-01-01 03-PM,BTCEUR,6535.39,6535.39,6441,6450.85,0.0117,75.38
2020-01-01 02-PM,BTCEUR,6438.35,6535.39,6438.35,6535.39,1.97,12874.69
2020-01-01 01-PM,BTCEUR,6514.93,6514.93,6424.02,6438.35,0.04055,260.62
2020-01-01 12-PM,BTCEUR,6426.51,6514.93,6426.51,6514.93,0.3074,2002.93
2020-01-01 11-AM,BTCEUR,6461.29,6461.29,6426.51,6426.51,0.003826,24.59
2020-01-01 10-AM,BTCEUR,6461.29,6461.29,6461.29,6461.29,0.0,0.0
2020-01-01 09-AM,BTCEUR,6461.29,6461.29,6461.29,6461.29,0.0,0.0
2020-01-01 08-AM,BTCEUR,6461.29,6461.29,6461.29,6461.29,0.0,0.0
2020-01-01 07-AM,BTCEUR,6461.29,6461.29,6461.29,6461.29,0.01291,83.43
2020-01-01 06-AM,BTCEUR,6461.29,6461.29,6461.29,6461.29,0.0,0.0
2020-01-01 05-AM,BTCEUR,6461.29,6461.29,6461.29,6461.29,0.001792,11.58
2020-01-01 04-AM,BTCEUR,6461.29,6461.29,6461.29,6461.29,0.01836,118.66
2020-01-01 03-AM,BTCEUR,6461.34,6465.2,6461.29,6461.29,0.01091,70.52
2020-01-01 02-AM,BTCEUR,6440.17,6461.34,6440.17,6461.34,0.008269,53.43
2020-01-01 01-AM,BTCEUR,6400,6440.17,6400,6440.17,0.009077,58.46
2020-01-01 12-AM,BTCEUR,6403.79,6403.79,6400,6400,0.003342,21.39
2019-12-31 11-PM,BTCEUR,6425,6517.62,6403.79,6403.79,0.332,2160.78
2019-12-31 10-PM,BTCEUR,6445.05,6445.05,6400,6425,0.049,314.32
2019-12-31 09-PM,BTCEUR,6400,6482.96,6400,6445.05,0.03388,218.11
2019-12-31 08-PM,BTCEUR,6400,6400,6400,6400,0.0,0.0
2019-12-31 07-PM,BTCEUR,6400,6400,6400,6400,0.0016,10.24
2019-12-31 06-PM,BTCEUR,6400.01,6400.01,6400,6400,0.002364,15.13
2019-12-31 05-PM,BTCEUR,6410,6476.44,6400,6400.01,0.01735,111.28
2019-12-31 04-PM,BTCEUR,6417.28,6499.19,6410,6410,0.3176,2063.59
2019-12-31 03-PM,BTCEUR,6531.77,6531.77,6417.28,6417.28,2.033,13056.22
2019-12-31 02-PM,BTCEUR,6455.85,6531.77,6455.85,6531.77,6.182,40377.22
2019-12-31 01-PM,BTCEUR,6540,6540.27,6455.85,6455.85,0.4876,3188.53
2019-12-31 12-PM,BTCEUR,6550,6550,6520,6540,0.7952,5201.85
2019-12-31 11-AM,BTCEUR,6495,6803.63,6458.12,6550,136.49,898985.79
2019-12-31 10-AM,BTCEUR,6539.88,6546.36,6495,6495,0.02162,141.29
2019-12-31 09-AM,BTCEUR,6495.01,6546.68,6495.01,6539.88,0.03092,202.11
2019-12-31 08-AM,BTCEUR,6495.01,6563.06,6495.01,6495.01,5.341,35050.45
2019-12-31 07-AM,BTCEUR,6491.64,6495.01,6491.64,6495.01,0.001731,11.25
2019-12-31 06-AM,BTCEUR,6484.92,6491.64,6484.92,6491.64,0.003969,25.77
2019-12-31 05-AM,BTCEUR,6484.92,6484.92,6484.92,6484.92,0.0,0.0
2019-12-31 04-AM,BTCEUR,6484.92,6484.92,6484.92,6484.92,0.0,0.0
2019-12-31 03-AM,BTCEUR,6484.91,6523.32,6457.52,6484.92,0.07057,458.83
2019-12-31 02-AM,BTCEUR,6482.32,6484.91,6482.32,6484.91,0.00341,22.11
2019-12-31 01-AM,BTCEUR,6510.02,6560.42,6479.83,6482.32,0.3274,2144.02
2019-12-31 12-AM,BTCEUR,6504.99,6544.2,6504.99,6510.02,0.3194,2089.77
2019-12-30 11-PM,BTCEUR,6504.99,6504.99,6504.99,6504.99,0.0,0.0
2019-12-30 10-PM,BTCEUR,6504.98,6504.99,6504.98,6504.99,0.005652,36.77
2019-12-30 09-PM,BTCEUR,6485.34,6504.98,6485.34,6504.98,0.007029,45.72
2019-12-30 08-PM,BTCEUR,6465.33,6602.23,6465.33,6485.34,0.3157,2083.05
2019-12-30 07-PM,BTCEUR,6528,6536.83,6452.15,6465.33,0.1118,724.46
2019-12-30 06-PM,BTCEUR,6536.8,6610.73,6528,6528,1.367,8959.26
2019-12-30 05-PM,BTCEUR,6536.77,6604.5,6536.77,6536.8,0.5852,3836.3
2019-12-30 04-PM,BTCEUR,6536.81,6626.21,6536.77,6536.77,0.3068,2032.69
2019-12-30 03-PM,BTCEUR,6654.67,6654.67,6536.77,6536.81,0.03535,231.67
2019-12-30 02-PM,BTCEUR,6695.96,6695.96,6542.16,6654.67,0.3387,2263.16
2019-12-30 01-PM,BTCEUR,6535.62,6695.96,6535.62,6695.96,83.42,555536.17
2019-12-30 12-PM,BTCEUR,6525,6620.41,6525,6535.62,0.008325,54.79
2019-12-30 11-AM,BTCEUR,6520.42,6525.01,6520.42,6525,0.01285,83.84
2019-12-30 10-AM,BTCEUR,6647.6,6647.6,6520.42,6520.42,0.4379,2903.47
2019-12-30 09-AM,BTCEUR,6590.28,6647.6,6561.74,6647.6,0.03948,259.73
2019-12-30 08-AM,BTCEUR,6689.6,6689.6,6590.28,6590.28,0.1004,670.67
2019-12-30 07-AM,BTCEUR,6589.2,6689.6,6583.28,6689.6,5.872,39279.53
2019-12-30 06-AM,BTCEUR,6580.21,6589.2,6580.21,6589.2,0.001867,12.3
2019-12-30 05-AM,BTCEUR,6576.2,6580.21,6576.2,6580.21,0.007034,46.28
2019-12-30 04-AM,BTCEUR,6576.2,6576.2,6576.2,6576.2,0.0,0.0
2019-12-30 03-AM,BTCEUR,6576.2,6576.2,6576.2,6576.2,0.0,0.0
2019-12-30 02-AM,BTCEUR,6571.44,6576.2,6571.44,6576.2,0.001288,8.473
2019-12-30 01-AM,BTCEUR,6596.7,6596.7,6571.44,6571.44,0.007754,50.95
2019-12-30 12-AM,BTCEUR,6641.96,6710.68,6585.61,6596.7,0.3432,2299.21
2019-12-29 11-PM,BTCEUR,6634.12,6641.96,6634.12,6641.96,0.002152,14.29
2019-12-29 10-PM,BTCEUR,6693.7,6714.74,6634.12,6634.12,0.3084,2070.55
2019-12-29 09-PM,BTCEUR,6676.65,6693.7,6605.69,6693.7,0.01952,129.46
2019-12-29 08-PM,BTCEUR,6642.8,6785.46,6642.8,6676.65,0.7404,4974.41
2019-12-29 07-PM,BTCEUR,6637.38,6739.05,6637.38,6642.8,0.2981,2007.63
2019-12-29 06-PM,BTCEUR,6714.14,6714.14,6623.31,6637.38,0.02301,152.52
2019-12-29 05-PM,BTCEUR,6624.97,6721.25,6607.95,6714.14,0.3545,2381.06
2019-12-29 04-PM,BTCEUR,6603.53,6712,6603.53,6624.97,0.03022,200.83
